GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
XM_012688337.1  969.16434 0.04494 652.30406 999.00000 0.02357 0.14936 999.00000 0.02597 339.14936 0.05332 0.10558 0.06201 0.07800
XM_012688341.1  0.30225 0.00444 1.90693 0.42114 0.00040 0.00475 0.00010 0.00380 1.53755 0.05627 0.00047 0.00336 0.00225
XM_012688351.1  0.00685 999.00000 0.00561 0.04345 0.01891 0.13482 0.00010 0.05410 999.00000 999.00000 0.03016 0.38697 0.02606
XM_012688368.1  999.00000 0.00908 999.00000 999.00000 0.47666 0.03301 0.00508 0.06009 0.00010 0.05355 999.00000 0.08470 0.02089
XM_012688381.1  999.00000 0.03020 140.57640 999.00000 0.03160 0.02019 0.06849 0.03016 0.10108 0.05407 0.03248 0.02315 0.03450
XM_012688388.1  30.34472 0.07908 0.22250 0.57446 0.05391 0.05561 7.40166 0.05122 52.02816 0.06152 0.04685 0.06624 0.05762
XM_012688396.1  0.13028 0.13803 0.00010 0.12963 0.01122 0.04750 999.00000 0.08900 0.04944 0.05174 0.01080 0.06768 0.07506
XM_012688411.1  2.21069 0.02367 21.26320 0.06858 0.03547 0.04149 0.51643 0.04636 0.01306 0.01436 0.03018 0.02091 0.03743
XM_012688412.1  0.03602 0.02282 118.07249 0.04441 0.01954 0.03297 9.39593 0.01796 90.20744 0.01274 0.01778 0.02773 0.05780
XM_012688422.1  437.95530 0.04398 44.78917 0.02207 0.00795 0.05318 146.45715 0.02179 0.02340 0.02786 0.01179 0.02395 0.01576
XM_012688426.1  999.00000 0.20410 999.00000 0.27425 0.04114 0.06305 0.63395 0.16781 0.10752 0.07274 0.17001 0.14059 0.15578
XM_012688427.1  999.00000 0.00010 0.00010 341.01845 2.38067 0.00010 34.80696 0.13102 0.00010 0.00010 0.01262 4.69279 0.00067
XM_012688428.1  0.00010 0.09795 210.59934 0.00057 0.00623 0.02288 132.73108 0.22110 453.55412 0.00877 0.00696 0.14190 0.00084
XM_012688433.1  999.00000 0.02355 999.00000 0.03533 0.12297 0.04122 0.04790 0.04307 0.01426 0.03782 0.01926 0.08915 0.00170
XM_012688436.1  9.36007 0.00127 0.00010 128.08306 0.01688 99.31533 0.00010 0.01037 0.00206 0.00213 63.84809 0.00623 0.00144
XM_012688444.1  0.07597 0.09197 999.00000 0.00506 0.02818 0.04070 92.96394 0.05790 0.02327 0.03979 0.00682 0.07483 0.04672
XM_012688451.1  131.05415 0.03034 999.00000 127.41808 0.02412 0.09603 965.13536 0.05285 58.11251 0.00144 0.03285 0.04584 0.06801
XM_012688457.1  12.12665 0.06084 5.31208 0.08074 0.02404 0.03775 27.90326 0.09961 0.03681 0.02984 0.01839 0.02288 0.00108
XM_012688461.1  11.52708 0.03375 0.02538 590.25682 0.07265 0.06247 178.60550 0.04132 0.05513 0.05215 0.05442 0.02290 0.06011
XM_012688463.1  0.01395 0.02610 0.00010 0.01815 0.00376 0.02275 1.18003 0.01098 280.47980 0.02086 0.00992 0.02021 0.03124
XM_012688466.1  0.00010 0.00948 0.00010 0.00010 0.00010 0.00010 0.00010 0.00519 0.00010 0.00010 0.00321 0.00010 0.04601
XM_012688470.1  999.00000 0.05150 999.00000 0.05182 0.03962 0.07175 0.07365 0.06201 0.09359 0.04252 0.04836 0.05910 0.05962
XM_012688489.1  0.12328 0.08641 0.00010 0.29823 0.02878 0.06159 0.07788 0.08464 3.25274 0.03848 0.07725 0.07074 0.04749
XM_012688490.1  999.00000 0.03187 0.06007 229.99891 0.02059 0.07152 999.00000 0.04377 296.36708 0.01212 0.01783 0.07656 0.02142
XM_012688500.1  20.05040 0.01891 16.02720 0.06159 0.06309 0.13254 10.70098 0.00187 19.87087 0.06041 0.03178 0.00172 0.04553
XM_012688502.1  345.39838 0.02217 0.00846 0.03420 0.01577 0.04003 0.02736 0.01801 312.25950 0.02322 0.01803 0.03480 0.01495
XM_012688511.1  0.01780 0.01734 0.00886 48.63188 0.01841 0.01497 0.00067 0.03149 22.50465 0.11871 0.01369 0.02195 0.02606
XM_012688516.1  0.21861 0.04338 0.85080 999.00000 0.04801 0.08696 0.00010 0.05953 0.17887 0.03610 0.02501 0.11601 0.02755
XM_012688528.1  0.68463 0.02443 0.01501 0.19070 0.00066 0.07769 1.84366 0.00275 0.07709 0.00041 0.02318 0.00158 0.02071
XM_012688530.1  0.00010 0.00010 999.00000 0.01056 0.01221 0.07720 0.00010 0.03068 0.06077 999.00000 0.00364 0.05794 0.47652
XM_012688546.1  0.04275 0.01508 999.00000 0.01973 0.01137 0.03647 999.00000 0.01773 0.03256 0.01407 0.01917 0.03247 0.02477
XM_012688551.1  170.97725 0.07550 0.06504 0.08302 0.04027 0.06633 135.54396 0.05180 999.00000 0.04620 0.03458 0.05258 0.03842
XM_012688553.1  999.00000 0.04028 999.00000 876.57758 0.03652 0.06911 24.21926 0.04601 0.09540 0.04388 0.03951 0.03139 0.04942
XM_012688554.1  0.00010 0.00826 999.00000 0.04805 0.00010 0.08005 0.00010 0.02692 0.00010 0.00153 0.00010 0.00010 0.00265
XM_012688562.1  0.00010 0.00163 0.00010 0.62313 0.00167 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.25941 0.00010
XM_012688564.1  0.00010 0.05916 0.00303 37.60921 0.00952 0.00510 0.00244 0.00860 91.10771 0.05297 0.00167 0.01171 0.01382
XM_012688587.1  2.09389 0.05656 9.85750 0.04890 0.03382 0.11810 9.26509 0.06543 0.03057 0.04039 0.14979 0.10883 0.00207
XM_012688590.1  1.91076 0.01138 0.00010 0.00692 0.01654 0.02417 0.00010 0.01701 0.02387 0.00654 0.00822 0.01329 0.01703
XM_012688597.1  999.00000 0.01737 46.85072 0.08101 0.00632 0.02359 0.00926 0.00919 288.80398 0.01658 0.00488 0.02920 0.01638
XM_012688604.1  0.09912 0.02141 0.10128 0.08134 0.01648 0.01579 0.01201 0.02566 0.00530 0.00634 0.02864 0.01588 0.01800
XM_012688614.1  999.00000 28.77686 999.00000 999.00000 999.00000 999.00000 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010
XM_012688627.1  0.00010 11.69379 25.44862 19.01267 21.66144 0.29777 0.00010 0.01921 21.84414 0.00010 0.00010 0.00134 4.57956
XM_012688634.1  999.00000 0.08613 0.03208 999.00000 0.06385 0.08476 999.00000 0.24137 999.00000 0.08732 0.03619 0.02810 0.13818
XM_012688666.1  0.01430 0.01510 0.01838 999.00000 0.02391 0.02507 0.26502 0.01871 0.01289 0.04106 0.01609 0.02249 0.02833
XM_012688667.1  999.00000 0.03735 672.94067 0.02997 0.06354 0.04200 69.79848 0.06191 276.91759 0.08880 0.05858 0.06239 0.06052
XM_012688668.1  315.82681 0.03940 985.26006 0.03957 0.02644 0.03724 570.43977 0.04080 0.03225 0.03556 0.03689 0.02937 0.03174
XM_012688669.1  124.05814 0.03340 0.04508 0.05030 0.03763 0.03595 0.39836 0.02944 0.01836 0.03699 0.02718 0.02635 0.05163
XM_012688676.1  129.90349 0.03574 3.04866 120.12292 0.02438 0.02828 0.00061 0.01217 105.18995 0.07141 0.00418 0.01099 0.02317
XM_012688696.1  999.00000 0.12754 0.00010 0.45535 0.06471 0.06279 999.00000 0.14304 0.01503 0.02927 0.05689 0.13228 0.09058
XM_012688701.1  0.39200 0.03619 2.73781 1.56964 0.01180 0.01260 3.35695 0.00186 0.15147 0.02047 0.06159 0.02917 0.00273
XM_012688708.1  2.64783 0.08770 0.26365 21.70577 0.10684 0.00317 94.41814 0.00181 19.79111 0.00119 0.08401 0.00191 0.00408
XM_012688712.1  0.33305 0.66804 0.00057 0.25186 0.10151 16.01579 0.00010 2.09679 0.00010 0.00010 0.02034 0.04564 0.00508
XM_012688717.1  0.00010 0.01824 999.00000 0.00010 0.02504 0.01694 0.00010 0.03888 0.03125 0.01911 0.02085 0.01663 0.01901
XM_012688721.1  2.56916 0.03539 0.02047 1.58476 0.04382 0.02492 0.04082 0.08535 0.06279 0.04208 0.03788 0.03360 0.04582
XM_012688722.1  0.01094 0.01847 0.07719 10.24227 0.01613 0.02781 20.37092 0.00277 16.63842 0.02413 0.00122 0.01499 0.09775
XM_012688725.1  999.00000 0.00486 999.00000 999.00000 0.12382 0.00197 999.00000 0.03264 999.00000 0.00278 0.04979 0.07780 0.03136
XM_012688729.1  0.00010 0.02797 0.03697 999.00000 0.01106 0.02088 0.02691 0.02848 0.00010 0.02458 0.01637 0.03282 0.05442
XM_012688732.1  0.20031 0.03780 25.71929 3.52390 0.00644 0.28474 0.00010 0.00088 19.84412 0.00105 0.04510 0.00102 0.00081
XM_012688744.1  0.02293 0.02063 7.41645 0.00010 0.00010 0.00504 0.00010 0.00706 0.00010 0.00943 0.00854 0.00010 0.01115
XM_012688746.1  999.00000 0.08417 999.00000 999.00000 0.00240 0.09985 999.00000 0.03178 999.00000 0.04027 0.02974 0.00268 0.17889
XM_012688748.1  999.00000 0.05051 145.56120 0.11254 0.02407 0.04806 999.00000 0.03950 675.38846 0.03211 0.03348 0.06634 0.00156
XM_012688770.1  0.02352 0.05341 0.16651 0.02406 0.04062 0.04769 999.00000 0.10889 999.00000 0.06136 0.08059 0.10347 0.11261
XM_012688795.1  0.04534 0.13037 999.00000 0.04638 0.02994 0.02647 999.00000 0.04102 999.00000 0.01573 0.01051 0.06503 0.05047
XM_012688801.1  7.35379 0.01335 0.00010 0.00010 0.00010 0.01660 0.00010 0.12376 0.17401 0.00082 27.40370 0.35387 0.01169
XM_012688806.1  145.34610 0.07384 263.53257 0.20510 0.05702 0.09338 334.48142 0.04968 147.24871 0.12349 0.03753 0.07093 0.08117
XM_012688807.1  0.00010 0.03413 999.00000 0.05273 0.00840 0.00908 999.00000 0.03810 999.00000 0.03912 0.04679 0.00010 0.05281
XM_012688822.1  999.00000 0.01381 999.00000 140.26827 0.01808 0.06266 474.14744 0.04634 0.01489 0.02511 0.02891 0.05782 0.07994
XM_012688825.1  0.00010 0.00387 0.02308 999.00000 0.38683 0.29628 0.00638 999.00000 0.00143 0.09847 999.00000 999.00000 0.04482
XM_012688830.1  390.46557 0.00363 999.00000 999.00000 0.00042 0.02606 0.01047 0.02851 999.00000 0.53880 0.00143 0.00060 0.01250
XM_012688832.1  270.05247 0.04345 999.00000 999.00000 0.02257 0.05917 0.02780 0.05311 0.00010 0.06703 0.01340 0.00142 0.02417
XM_012688852.1  47.58171 0.00010 0.00010 0.00010 0.00010 0.00125 0.01690 0.00254 0.00010 0.00195 0.00220 0.00010 0.00790
XM_012688858.1  6.91974 0.00162 722.68956 999.00000 0.05503 0.05916 0.00010 0.60638 0.00066 0.02296 0.04538 0.35117 0.00208
XM_012688866.1  999.00000 0.01501 999.00000 999.00000 0.01627 0.00115 999.00000 0.02260 999.00000 0.00703 0.01708 0.00055 0.01119
XM_012688872.1  5.77800 0.01219 0.00010 1.85228 0.00741 0.01032 6.97562 0.01589 9.41842 0.00856 0.00040 0.00010 0.00568
XM_012688884.1  574.56997 0.07048 808.49479 0.11179 0.04568 0.14334 999.00000 0.07584 0.02810 0.12168 0.01791 0.13768 0.16167
XM_012688885.1  659.60156 999.00000 0.00010 0.00460 0.00661 0.01622 0.00010 0.00892 999.00000 0.00423 0.00130 0.00863 0.00623
XM_012688898.1  27.42603 0.01344 542.82532 34.42781 0.00702 0.01554 0.01103 0.01260 0.03013 0.02249 0.01638 0.00046 0.01602
XM_012688902.1  999.00000 0.00732 0.02075 0.06350 0.00711 0.09332 999.00000 0.01980 0.01638 0.00907 0.00010 0.00969 0.00598
XM_012688904.1  0.27728 0.12434 0.00010 0.00111 13.63244 0.00267 0.00010 0.07156 0.00010 0.00096 0.03089 0.02144 0.04113
XM_012688908.1  0.02137 0.03829 0.00010 108.12683 0.00456 0.10854 0.03020 0.02196 0.03464 0.01169 0.03275 0.08853 0.04428
XM_012688911.1  0.00010 0.00314 0.00010 999.00000 0.21131 0.00755 0.00205 999.00000 728.62002 0.00776 0.00118 999.00000 0.01151
XM_012688912.1  540.97047 0.05329 0.01159 999.00000 0.00934 0.04848 0.06889 0.14795 0.00037 0.04317 0.11033 0.25518 0.00163
XM_012688913.1  0.06470 0.00180 0.00010 0.21032 0.07669 0.13468 99.65374 0.12418 0.04654 0.06025 0.04740 0.07442 0.06124
XM_012688919.1  999.00000 0.03508 999.00000 999.00000 0.03064 0.04571 999.00000 0.07118 0.01585 0.03439 0.03315 0.02789 0.04843
XM_012688920.1  0.02279 0.00955 0.04256 607.72909 0.00648 0.02138 999.00000 0.01292 0.00530 0.01379 0.01586 0.01051 0.00651
XM_012688935.1  0.01642 0.08494 0.00010 999.00000 0.02005 0.02780 958.63556 0.01519 0.04977 0.01396 0.02448 0.01865 0.04786
XM_012688937.1  0.02560 0.03386 350.77162 0.02484 0.07135 0.03065 999.00000 0.04071 574.05511 0.01462 0.01984 0.11345 0.03461
XM_012688961.1  473.53187 0.04579 0.02259 999.00000 0.04351 0.07436 999.00000 0.02397 999.00000 0.03867 0.07476 0.04074 0.07274
XM_012688977.1  944.69165 0.05682 0.46277 999.00000 0.03748 0.00936 242.54505 0.05105 0.00704 0.02881 0.01942 0.06062 0.05117
XM_012688981.1  0.05462 0.09001 0.05611 0.21472 0.06508 0.06460 128.86748 0.07660 0.03883 0.02815 0.02284 0.05513 0.07828
XM_012688985.1  999.00000 0.01596 0.00010 0.01689 0.03733 0.01884 999.00000 0.04965 21.34738 0.00053 0.00740 0.09167 0.02023
XM_012688997.1  0.01065 0.03534 999.00000 0.11561 0.03607 0.05169 999.00000 0.04515 999.00000 0.01846 0.01595 0.07915 0.01106
XM_012688998.1  85.92517 0.08450 9.90401 0.36298 0.02317 0.03804 1.06572 0.01433 0.00041 0.00475 0.02458 0.06057 0.05378
XM_012689000.1  999.00000 0.04706 999.00000 0.06718 0.03695 0.08637 0.00010 0.04589 999.00000 0.00739 0.03244 0.04073 0.02880
XM_012689004.1  12.68008 0.01457 0.00013 0.00041 0.02285 0.04253 0.00019 0.03321 0.00010 0.01889 0.01625 0.06685 0.00137
XM_012689014.1  999.00000 0.00498 497.29610 999.00000 0.03252 0.04129 0.00010 0.04243 999.00000 0.03723 0.22266 0.07115 0.05128
XM_012689019.1  0.02835 0.02280 999.00000 0.13234 0.01525 0.01580 0.00010 0.01058 0.03211 0.01898 0.01227 0.02487 0.02953
XM_012689041.1  999.00000 0.01687 730.97308 0.04225 0.05915 0.06251 999.00000 0.07841 874.34084 0.03142 0.03980 0.01203 0.04770
XM_012689061.1  0.01895 0.07169 481.49752 999.00000 0.00656 0.02610 999.00000 0.02153 0.01609 0.01898 0.02744 0.04246 0.03561
XM_012689074.1  21.62487 0.02323 0.00010 0.07230 0.03310 0.00144 11.89799 0.04496 0.00029 0.00107 0.00044 0.00126 0.00106
XM_012689078.1  11.58759 0.00521 0.01529 0.00010 0.00010 0.00994 0.00010 0.01262 0.00010 0.00190 0.00338 0.00235 0.00463
XM_012689081.1  75.13067 0.04301 79.03103 0.02584 0.07144 0.01832 9.10137 0.06381 0.03325 0.03891 0.03356 0.03469 0.03825
XM_012689087.1  999.00000 0.04505 999.00000 882.03903 0.02677 0.05509 929.00263 0.03245 999.00000 0.01733 0.02159 0.03863 0.06243
XM_012689095.1  999.00000 0.03637 999.00000 999.00000 0.01577 0.04300 0.02759 0.06325 493.73196 0.03782 0.01706 0.04086 0.04276
XM_012689097.1  999.00000 0.04156 999.00000 0.03432 0.02493 0.05482 0.14142 0.02702 999.00000 0.06951 0.02630 0.02157 0.08715
XM_012689101.1  999.00000 0.03418 0.00010 999.00000 0.04740 0.06958 0.01615 0.02147 747.45258 0.02630 0.02340 0.06211 0.09986
XM_012689102.1  0.03841 0.01102 0.00010 0.06702 0.04784 0.02824 0.00010 0.02112 0.00443 0.00760 0.01990 0.01523 0.00811
XM_012689105.1  999.00000 0.04624 0.12320 0.07057 0.02893 0.05489 0.07059 0.08445 791.37852 0.04785 0.03956 0.03134 0.05830
XM_012689109.1  999.00000 0.14564 0.02729 0.25259 0.08848 0.05425 999.00000 0.06589 999.00000 0.07253 0.04569 0.09523 0.08785
XM_012689115.1  0.00010 0.02272 0.00010 0.00010 0.00010 0.01039 0.00010 0.06022 999.00000 0.00010 0.01273 0.00010 0.00010
XM_012689124.1  86.78989 0.01009 0.04004 999.00000 0.02523 0.02266 999.00000 0.02422 560.89355 0.00736 0.01156 0.02734 0.02231
XM_012689125.1  131.53375 0.01733 283.78145 0.02986 0.02879 0.03394 999.00000 0.02676 999.00000 0.02347 0.01533 0.02013 0.02317
XM_012689131.1  0.02824 0.02520 843.45402 0.00539 0.03375 0.05448 589.13869 0.09167 999.00000 0.04923 0.02089 0.05558 0.04073
XM_012689132.1  0.00725 0.00320 0.00010 0.14003 0.01297 0.09446 0.09024 0.18615 0.00592 0.00423 24.11276 0.02767 12.89687
XM_012689134.1  999.00000 0.05035 0.19253 0.02636 0.10233 0.05190 0.01162 0.03415 0.08893 0.06572 0.03901 0.04162 0.04506
XM_012689140.1  51.42057 0.04188 0.11443 0.10181 0.05054 0.03540 0.14490 0.06567 0.19542 0.02547 0.03337 0.03799 0.04423
XM_012689145.1  0.00010 0.01763 0.01018 0.01530 0.05322 0.05925 999.00000 0.04178 514.83253 0.03822 0.03093 0.02427 0.01917
XM_012689152.1  999.00000 0.06397 0.02609 999.00000 0.06405 0.04439 999.00000 0.07847 0.03259 0.08331 0.06088 0.03952 0.05749
XM_012689163.1  17.79437 0.00010 16.62423 0.00239 0.00155 0.00288 20.98402 0.01033 7.69452 0.03093 0.00194 0.00653 0.00230
XM_012689164.1  999.00000 0.04895 0.04475 0.07203 0.02079 0.03943 0.10550 0.05279 0.05163 0.02117 0.05288 0.05273 0.05172
XM_012689171.1  90.38476 0.01340 0.00425 460.51821 0.01727 0.01969 8.90321 0.00260 0.01823 0.02370 0.01173 0.00614 0.02832
XM_012689175.1  0.23949 0.04250 0.01031 0.03544 0.01960 0.06846 342.37630 0.02435 0.12680 0.03934 0.03000 0.02877 0.05254
XM_012689178.1  0.00010 0.00034 4.08850 0.00010 0.00010 0.00207 0.00010 0.00397 0.00010 0.00010 0.00010 0.00084 0.00367
XM_012689191.1  999.00000 0.03183 0.00010 0.01561 999.00000 0.02329 999.00000 0.07183 0.00010 0.00569 999.00000 0.05342 0.00095
XM_012689200.1  999.00000 0.02722 999.00000 42.25455 0.05046 0.04471 999.00000 0.06069 0.04883 0.02156 0.07955 0.10235 0.02443
XM_012689207.1  0.02310 0.00894 330.43301 101.17655 0.00462 0.02070 430.88282 0.04358 161.72866 0.02751 0.01842 0.02429 0.03843
XM_012689221.1  612.04115 0.08313 304.93020 0.05089 0.11437 0.04115 999.00000 0.04207 0.02393 0.03592 0.09587 0.02543 0.07060
XM_012689224.1  999.00000 0.01319 190.43434 0.01658 0.02109 0.03364 0.00010 0.04299 999.00000 0.02288 0.07935 0.03596 0.02936
XM_012689226.1  999.00000 0.06923 999.00000 0.15370 0.03953 0.04946 999.00000 0.06230 999.00000 0.05018 0.02263 0.10502 0.03817
XM_012689245.1  97.46393 0.04562 0.00577 0.04722 0.02002 0.01511 0.10419 0.01098 92.28523 0.01930 0.03554 0.02531 0.02504
XM_012689247.1  32.64127 0.03503 0.04577 0.05827 0.02704 0.03941 0.09083 0.04808 0.03699 0.02020 0.02117 0.03828 0.03760
XM_012689253.1  999.00000 0.03102 999.00000 999.00000 0.04332 0.06227 999.00000 0.04326 0.00704 0.17188 0.03110 0.01942 0.04216
XM_012689266.1  0.00010 0.00192 999.00000 999.00000 0.13029 0.11983 999.00000 0.03621 999.00000 0.04975 0.02424 0.00205 0.09094
XM_012689271.1  999.00000 0.04195 999.00000 0.01834 0.03667 0.02799 0.00253 0.05829 999.00000 0.03698 0.00066 0.02493 0.02960
XM_012689334.1  0.04836 0.06694 999.00000 0.10269 0.01408 0.09147 197.70836 0.03077 0.08528 0.06780 0.02557 0.01759 0.02582
XM_012689336.1  9.53281 0.00625 8.98783 0.17533 0.05499 0.15617 0.94952 0.07120 0.01439 0.36639 0.05269 0.02177 0.24573
XM_012689368.1  0.00010 0.00652 0.00010 0.00010 0.00655 0.00010 0.00010 0.01799 0.00010 0.01371 0.00855 0.00779 0.00718
XM_012689378.1  1.07145 0.01692 10.01896 0.07588 0.04261 0.10312 1.36215 0.11652 0.02900 0.03950 0.11268 0.00568 0.08416
XM_012689381.1  0.00916 0.01736 399.47735 0.00500 0.00904 0.00819 0.00010 0.00831 0.06001 0.00700 0.01418 0.00995 0.00955
XM_012689389.1  0.02991 0.08481 288.44458 0.07105 0.01524 0.03425 999.00000 0.01918 0.01059 0.03239 0.02357 0.02403 0.01164
XM_012689395.1  147.44496 30.97211 0.00010 0.00010 0.01177 0.03132 0.00010 0.01740 0.04366 0.02955 0.00909 0.01929 0.00152
XM_012689398.1  0.00210 999.00000 0.00010 0.00010 0.00079 0.09532 0.03007 0.05058 0.00010 0.00680 0.12846 0.06413 0.35395
XM_012689402.1  999.00000 0.03457 0.09183 0.19669 0.01887 0.06561 0.30509 0.06584 0.20428 0.04934 0.03440 0.02718 0.04928
XM_012689417.1  0.00642 0.01234 48.94714 116.30636 0.11792 0.03551 19.94124 0.01526 0.02235 0.09756 0.05017 0.00491 0.05971
XM_012689425.1  657.99389 0.01874 0.00010 999.00000 0.07064 0.05208 337.51484 0.01779 999.00000 0.03209 0.02024 0.01522 0.01021
XM_012689447.1  999.00000 0.02593 950.43158 999.00000 0.00847 0.03069 999.00000 0.03991 0.04016 0.04555 0.00266 0.00691 0.04924
XM_012689448.1  999.00000 0.00432 999.00000 0.00469 0.00388 0.01611 0.00010 0.03044 0.00690 0.00330 0.00216 0.00132 0.01911
XM_012689452.1  999.00000 0.14737 137.75743 0.00133 0.12841 0.00172 999.00000 0.01512 999.00000 0.01975 0.06927 0.02070 0.07946
XM_012689464.1  0.71445 0.00022 0.00010 14.29419 0.00218 0.01941 0.00010 0.01500 2.90305 0.00587 0.00476 0.01694 0.02260
XM_012689471.1  999.00000 0.00059 0.00010 0.00010 0.00010 0.97370 0.00010 0.02018 0.00010 0.00123 999.00000 0.21755 0.00010
XM_012689474.1  999.00000 0.02878 999.00000 0.09738 0.00079 0.05125 999.00000 0.00802 0.00852 0.12091 0.03533 0.11963 0.04863
XM_012689478.1  9.39973 0.08240 0.00021 0.01596 0.01654 0.01309 21.23357 0.01260 5.51353 0.01385 0.03065 0.09716 0.00044
XM_012689481.1  121.72506 0.04261 40.30956 93.10779 0.04464 0.00257 125.75923 0.04936 218.52240 0.17720 0.03157 0.00199 0.05936
XM_012689482.1  297.62316 0.18779 0.02119 999.00000 0.02757 0.01879 0.00010 0.03326 0.00655 0.21575 0.00010 999.00000 0.00440
XM_012689486.1  28.43201 0.03053 0.13014 0.06072 0.01604 0.03031 0.00010 0.03863 0.03864 0.04081 0.01712 0.02243 0.03680
XM_012689494.1  0.00010 0.04392 0.00010 0.02087 0.02282 0.04343 0.00010 0.04285 0.00010 0.00010 0.00384 0.00010 0.04770
XM_012689496.1  8.39910 0.04279 8.05547 25.64090 0.12349 0.23618 0.03983 0.07787 6.05991 0.19366 0.04224 0.01354 0.00184
XM_012689498.1  0.02065 0.01439 0.00010 59.35828 0.06316 0.19797 0.00055 999.00000 18.35654 0.01648 0.00149 0.01229 0.33202
XM_012689500.1  157.42018 0.04409 55.15532 0.06609 0.01847 0.04416 46.31995 0.03295 52.85590 0.05145 0.01413 0.03881 0.04798
XM_012689504.1  297.62216 0.06841 510.93479 999.00000 0.03532 0.11425 999.00000 0.02057 323.80620 0.02259 0.00153 0.05569 0.02868
XM_012689512.1  0.00032 0.03182 476.66849 0.00023 0.00214 0.00274 305.11994 1.43550 999.00000 0.00220 0.02341 0.03509 0.48154
XM_012689513.1  522.61233 0.12323 204.75425 999.00000 0.10942 0.07560 0.06621 0.10255 505.82561 0.12527 0.11414 0.09688 0.07096
XM_012689515.1  0.00725 0.07778 0.00010 0.01184 0.00010 7.94584 2.73194 0.03235 0.03224 0.00010 0.00052 0.00044 4.80017
XM_012689518.1  0.03046 0.06530 38.11811 929.55730 0.03529 0.00131 999.00000 0.00046 4.70633 0.00091 0.08292 0.24077 26.40507
XM_012689523.1  0.11930 999.00000 0.04480 0.00010 999.00000 0.05070 0.00045 0.03786 0.00010 0.09239 0.00010 0.06876 0.00157
XM_012689535.1  999.00000 0.00173 0.00010 999.00000 0.01555 0.14044 999.00000 0.00229 999.00000 0.06688 0.01445 0.04542 0.00118
XM_012689543.1  999.00000 0.00205 999.00000 0.00010 0.00010 0.04750 0.05758 0.05006 0.00010 0.01870 0.02027 0.00010 0.01812
XM_012689549.1  0.01042 0.05265 0.00010 999.00000 999.00000 0.00396 0.00010 0.02116 999.00000 0.00304 0.01490 999.00000 0.08196
XM_012689561.1  998.97962 0.02469 999.00000 0.07778 0.01499 0.01967 961.59241 0.02442 0.02303 0.01257 0.01538 0.02031 0.03382
XM_012689565.1  0.05700 0.03893 0.03286 0.04197 0.03555 0.03180 0.15077 0.03371 0.03222 0.02317 0.03706 0.03292 0.03415
XM_012689572.1  999.00000 0.06209 219.77793 0.02396 0.01430 0.02059 71.81347 0.01516 246.39670 0.01217 0.01001 0.00119 0.02235
XM_012689573.1  0.00010 0.00010 0.00010 0.00071 0.00157 0.00286 0.00010 0.00272 0.00010 0.00086 0.00186 0.00087 0.00156
XM_012689576.1  0.01460 0.02724 999.00000 0.06425 0.06568 0.01642 999.00000 0.06748 93.07195 0.01579 0.02129 0.07279 0.02849
XM_012689580.1  0.14587 0.05123 0.01697 0.14339 0.02769 0.05057 767.62529 0.11410 999.00000 0.03351 0.04284 0.06777 0.05905
