GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
XM_012689983.1 59.234 61.000 cce481.3.mRNA 55.070 DPOGS212875-TA 58.716 HMEL008176g1.t1 56.272 lac1496.3.mRNA 58.962 leptidea_sinapisT00000012050 59.679 KPJ17010.1 51.269 pse613.20
XM_012690013.1 54.875 49.245 cce481.14.mRNA 52.516 DPOGS212867-TA 51.954 HMEL008186g1.t1 57.847 lac1496.15.mRNA 50.772 leptidea_sinapisT00000000855 55.356 KPJ17024.1 56.243 pse613.7
XM_012690014.1 42.110 38.642 cce1015.1.mRNA 44.597 DPOGS212831-TA 39.193 HMEL038180g1.t1 38.686 lac184.18.mRNA 47.410 leptidea_sinapisT00000001334 55.197 KPJ17069.1 38.254 pse1425.20
XM_012690015.1 49.351 48.401 cce481.17.mRNA 50.206 DPOGS212864-TA 53.125 HMEL008188g1.t1 48.592 lac1496.18.mRNA 53.289 leptidea_sinapisT00000007985 54.951 KPJ17028.1 50.857 pse613.4
XM_012690018.1 52.325 34.240 cce1144.1.mRNA 52.985 DPOGS200335-TA 50.390 HMEL000058-RA 48.629 lac171.9.mRNA 50.029 leptidea_sinapisT00000003875 50.695 KPJ08284.1 35.438 pse762.8
XM_012690020.1 59.369 47.883 cce481.5.mRNA 59.393 DPOGS212873-TA 52.226 HMEL008178g1.t1 50.744 lac1496.6.mRNA 54.228 leptidea_sinapisT00000010376 57.055 KPJ17013.1 45.810 pse613.18
XM_012690022.1 41.917 36.439 cce481.9.mRNA 42.147 DPOGS212871-TA 58.283 HMEL008182g1.t1 39.799 lac1496.9.mRNA 56.287 leptidea_sinapisT00000007080 49.465 KPJ17019.1 47.015 pse613.13
XM_012690024.1 55.888 52.691 cce73.20.mRNA 46.101 DPOGS207450-TA 56.254 HMEL010115g1.t1 56.226 lac608.28.mRNA 57.997 leptidea_sinapisT00000000553 56.981 KPJ17048.1 55.673 pse315.4
XM_012690028.1 53.543 56.603 cce73.11.mRNA 61.000 DPOGS212825-TA 51.433 HMEL038173g1.t1 58.869 lac608.19.mRNA 59.184 leptidea_sinapisT00000020233 57.321 KPJ17058.1 60.594 pse315.11
XM_012690041.1 47.192 53.064 cce2042.15.mRNA 53.720 DPOGS215215-TA 55.960 HMEL009271g1.t1 59.639 lac1208.6.mRNA 51.168 leptidea_sinapisT00000000371 56.205 KPJ15502.1 54.384 pse4122.3
XM_012690049.1 50.696 48.299 cce60120.2.mRNA 49.282 DPOGS215209-TA 55.503 HMEL003867g1.t1 53.961 lac1208.22.mRNA 52.921 leptidea_sinapisT00000020416 57.061 KPJ15524.1 53.368 pse4122.15
XM_012690051.1 53.195 43.174 cce2042.12.mRNA 58.188 DPOGS215190-TA 59.648 HMEL009264g1.t1 56.007 lac1208.5.mRNA 58.905 leptidea_sinapisT00000004607 57.905 KPJ15507.1 57.133 pse2221.8
XM_012690052.1 48.388 47.609 cce7057.3.mRNA 53.199 DPOGS215176-TA 57.886 HMEL004423g1.t1 52.158 lac992.10.mRNA 59.725 leptidea_sinapisT00000000520 50.426 KPJ15490.1 41.719 pse14929.5
XM_012690059.1 59.021 52.245 cce7057.5.mRNA 53.062 DPOGS201929-TA 57.967 HMEL009256g1.t1 57.500 lac992.7.mRNA 58.211 leptidea_sinapisT00000018740 57.904 KPJ15492.1 60.129 pse14929.3
XM_012690072.1 60.074 43.791 cce8617.9.mRNA 59.719 DPOGS215205-TA 53.457 HMEL009669g1.t1 58.505 lac281.2.mRNA 53.521 leptidea_sinapisT00000010916 59.532 KPJ12659.1 56.029 pse1144.6
XM_012690079.1 56.278 49.897 cce656.1.mRNA 57.077 DPOGS215187-TA 57.423 HMEL009262g1.t1 55.808 lac792.3.mRNA 58.283 leptidea_sinapisT00000021326 58.678 KPJ15499.1 60.187 pse2221.5
XM_012690084.1 58.783 55.359 cce8426.3.mRNA 59.518 DPOGS210929-TA 57.791 HMEL013299g1.t1 45.278 lac308.14.mRNA 56.809 leptidea_sinapisT00000018826 50.872 KPJ07105.1 42.532 pse867.7
XM_012690087.1 58.243 55.977 cce8426.13.mRNA 58.978 DPOGS210891-TA 59.593 HMEL030132g1.t1 46.476 lac308.2.mRNA 54.470 leptidea_sinapisT00000008231 51.016 KPJ07094.1 28.731 pse1377.1
XM_012690090.1 60.104 48.502 cce15780.13.mRNA 54.992 DPOGS210136-TA 52.786 HMEL035726g1.t1 50.062 lac88652.1.mRNA 57.941 leptidea_sinapisT00000004997 40.792 KPJ07081.1 60.286 pse3463.3
XM_012690100.1 45.136 44.799 cce8426.4.mRNA 49.750 DPOGS210895-TA 58.590 HMEL013298g1.t1 35.775 lac308.12.mRNA 56.430 leptidea_sinapisT00000013450 45.438 KPJ07104.1 44.343 pse867.6
XM_012690106.1 48.528 40.638 cce11.4.mRNA 48.040 DPOGS210137-TA 47.209 HMEL011610g4.t1 50.952 lac1959.8.mRNA 45.191 leptidea_sinapisT00000009977 50.844 KPJ07083.1 47.732 pse3463.1
XM_012690107.1 60.197 38.062 cce4511.8.mRNA 57.441 DPOGS200263-TA 59.393 HMEL032773g1.t1 57.571 lac924.18.mRNA 55.955 leptidea_sinapisT00000006005 51.436 KPJ08144.1 53.639 pse87281.33
XM_012690110.1 54.790 57.194 cce3903.5.mRNA 57.071 DPOGS203598-TA 49.369 HMEL008883g1.t1 56.076 lac536.25.mRNA 58.533 leptidea_sinapisT00000019281 51.682 KPJ08139.1 53.090 pse279.3
XM_012690123.1 54.131 53.598 cce3903.4.mRNA 57.618 DPOGS203622-TA 55.555 HMEL032747g1.t1 60.493 lac536.26.mRNA 53.984 leptidea_sinapisT00000009803 49.268 KPJ08140.1 53.597 pse279.2
XM_012690139.1 51.598 58.481 cce1127.1.mRNA 50.651 DPOGS213435-TA 49.551 HMEL009848g1.t1 47.780 lac536.11.mRNA 57.408 leptidea_sinapisT00000007398 51.714 KPJ08165.1 49.103 pse87281.9
XM_012690140.1 50.860 51.009 cce357.15.mRNA 50.695 DPOGS203601-TA 48.932 HMEL008877g1.t1 53.917 lac536.28.mRNA 48.294 leptidea_sinapisT00000012570 44.143 KPJ08187.1 54.386 pse7039.5
XM_012690141.1 54.499 51.361 cce3903.6.mRNA 59.430 DPOGS203599-TA 56.495 HMEL032748g1.t1 54.451 lac536.24.mRNA 57.434 leptidea_sinapisT00000005048 58.294 KPJ08138.1 54.492 pse279.4
XM_012690156.1 55.206 44.918 cce740.5.mRNA 60.485 DPOGS210000-TA 54.323 HMEL006332g1.t1 57.297 lac2799.8.mRNA 61.000 leptidea_sinapisT00000015364 51.803 KPJ13964.1 58.042 pse332.5
XM_012690175.1 36.598 43.524 cce3733.3.mRNA 45.810 DPOGS213986-TA 58.759 HMEL011695g1.t1 56.868 lac224.19.mRNA 45.635 leptidea_sinapisT00000016847 40.764 KPJ15719.1 52.755 pse2422.10
XM_012690177.1 56.850 53.104 cce5005.8.mRNA 48.215 DPOGS204713-TA 52.681 HMEL033621g1.t1 56.054 lac224.41.mRNA 56.525 leptidea_sinapisT00000018461 46.390 KPJ15700.1 51.731 pse1265.6
XM_012690180.1 44.702 51.757 cce4319.9.mRNA 57.775 DPOGS205465-TA 56.847 HMEL012998g1.t1 59.240 lac224.55.mRNA 58.315 leptidea_sinapisT00000011914 56.325 KPJ15685.1 57.562 pse5776.3
XM_012690187.1 58.390 54.953 cce11921.2.mRNA 56.217 DPOGS200311-TA 56.022 HMEL032703g1.t1 54.334 lac2782.6.mRNA 58.497 leptidea_sinapisT00000007698 56.853 KPJ08250.1 54.956 pse2087.5
XM_012690195.1 41.718 43.457 cce8908.3.mRNA 57.848 DPOGS213978-TA 41.029 HMEL017544g2.t1 44.653 lac224.16.mRNA 44.091 leptidea_sinapisT00000017734 38.034 KPJ15722.1 30.979 pse2422.11
XM_012690200.1 49.983 36.063 cce1232.11.mRNA 46.686 DPOGS203190-TA 55.728 HMEL035332g1.t2 56.344 lac210.3.mRNA 59.040 leptidea_sinapisT00000003012 58.406 KPJ17337.1 54.120 pse1237.5
XM_012690202.1 57.374 53.477 cce1144.6.mRNA 55.874 DPOGS200337-TA 57.553 HMEL000055g3.t1 60.362 lac171.5.mRNA 58.130 leptidea_sinapisT00000000183 52.742 KPJ08287.1 55.407 pse762.10
XM_012690217.1 53.355 48.375 cce8439.6.mRNA 58.950 DPOGS200289-TA 53.123 HMEL032681g1.t1 51.257 lac745.11.mRNA 58.736 leptidea_sinapisT00000013728 55.562 KPJ08304.1 54.043 pse762.29
XM_012690220.1 48.977 52.740 cce966.11.mRNA 56.843 DPOGS203440-TA 56.119 HMEL015031g1.t1 52.425 lac210.7.mRNA 57.209 leptidea_sinapisT00000004358 56.775 KPJ17376.1 56.280 pse1937.1
XM_012690222.1 54.873 56.388 cce966.16.mRNA 53.804 DPOGS203097-TA 51.378 HMEL004547g1.t1 56.114 lac210.20.mRNA 61.000 leptidea_sinapisT00000009536 56.047 KPJ17357.1 56.258 pse2332.4
XM_012690238.1 54.601 49.321 cce504.28.mRNA 60.067 DPOGS210763-TA 54.976 HMEL013887g1.t1 54.076 lac9333.16.mRNA 47.063 leptidea_sinapisT00000011257 58.231 KPJ18435.1 45.036 pse3151.10
XM_012690241.1 58.293 61.000 cce8535.5.mRNA 53.422 DPOGS200277-TA 54.878 HMEL000016g1.t1 61.000 lac1607.21.mRNA 56.248 leptidea_sinapisT00000017125 61.000 KPJ08330.1 51.747 pse402.17
XM_012690247.1 53.702 54.437 cce8535.7.mRNA 58.221 DPOGS200366-TA 50.415 HMEL000013-RA 55.737 lac1844.16.mRNA 40.227 leptidea_sinapisT00000001368 50.010 KPJ08333.1 56.013 pse402.15
XM_012690248.1 55.160 43.691 cce91.8.mRNA 60.851 DPOGS213395-TA 56.666 HMEL014506g1.t1 57.582 lac1982.7.mRNA 51.902 leptidea_sinapisT00000016858 56.655 KPJ08630.1 57.616 pse1158.2
XM_012690250.1 57.426 49.164 cce91.6.mRNA 56.851 DPOGS213342-TA 55.212 HMEL031452g1.t2 58.209 lac326.2.mRNA 59.769 leptidea_sinapisT00000006000 56.202 KPJ08636.1 57.700 pse766.16
XM_012690253.1 57.694 57.807 cce302023.7.mRNA 57.521 DPOGS213375-TA 54.588 HMEL016386g1.t1 57.987 lac1909.5.mRNA 57.216 leptidea_sinapisT00000003795 57.281 KPJ09836.1 55.673 pse6328.1
XM_012690256.1 42.268 44.567 cce4727.7.mRNA 55.563 DPOGS200275-TA 52.802 HMEL000012g1.t1 49.001 lac1844.17.mRNA 55.061 leptidea_sinapisT00000002655 52.160 KPJ08335.1 50.066 pse402.14
XM_012690260.1 51.877 54.099 cce4727.4.mRNA 51.730 DPOGS215069-TA 57.284 HMEL000008g1.t1 51.283 lac1844.21.mRNA 57.494 leptidea_sinapisT00000006895 43.245 KPJ08338.1 46.929 pse402.11
XM_012690262.1 40.546 40.696 cce6388.5.mRNA 43.046 DPOGS213382-TA 54.734 HMEL016374g1.t1 59.825 lac10173.4.mRNA 58.165 leptidea_sinapisT00000005549 56.635 KPJ09824.1 50.757 pse766.6
XM_012690266.1 53.966 58.311 cce302023.11.mRNA 57.237 DPOGS213360-TA 48.510 HMEL016390g1.t1 58.243 lac807.78.mRNA 60.531 leptidea_sinapisT00000004218 53.922 KPJ09841.1 54.613 pse3886.5
XM_012690273.1 50.564 44.993 cce1014.2.mRNA 53.279 DPOGS212010-TA 59.384 HMEL005852g1.t2 56.254 lac1087.12.mRNA 58.002 leptidea_sinapisT00000008379 56.681 KPJ19568.1 46.237 pse525.1
XM_012690289.1 51.302 59.254 cce103.20.mRNA 59.314 DPOGS213913-TA 58.624 HMEL015559g1.t1 59.282 lac477.7.mRNA 46.274 leptidea_sinapisT00000015628 55.977 KPJ17887.1 56.923 pse2329.5
XM_012690294.1 53.225 54.270 cce1323.3.mRNA 57.634 DPOGS212009-TA 52.501 HMEL004603g1.t1 58.607 lac494.14.mRNA 54.960 leptidea_sinapisT00000018035 56.274 KPJ19573.1 35.198 pse674.2
XM_012690313.1 43.813 53.732 cce13280.3.mRNA 57.824 DPOGS206192-TA 55.491 HMEL013960g1.t2 59.975 lac2972.1.mRNA 59.470 leptidea_sinapisT00000001791 54.865 KPJ08950.1 55.998 pse2513.11
XM_012690318.1 57.178 54.907 cce35675.3.mRNA 57.070 DPOGS200334-TA 53.442 HMEL000059g1.t1 58.573 lac171.11.mRNA 56.147 leptidea_sinapisT00000017098 58.239 KPJ08282.1 56.772 pse762.5
XM_012690319.1 46.454 50.219 cce303334.1.mRNA 57.606 DPOGS206191-TA 58.115 HMEL013962g1.t1 57.339 lac177.8.mRNA 59.303 leptidea_sinapisT00000006582 54.695 KPJ08956.1 59.798 pse336.5
XM_012690333.1 45.195 41.207 cce925.19.mRNA 56.695 DPOGS216177-TA 54.551 HMEL016552g1.t1 52.740 lac2488.11.mRNA 58.808 leptidea_sinapisT00000009657 56.515 KPJ07756.1 57.495 pse5488.6
XM_012690343.1 55.398 46.426 cce447.8.mRNA 57.942 DPOGS210173-TA 52.323 HMEL012753g1.t1 58.216 lac129.5.mRNA 58.170 leptidea_sinapisT00000001359 55.866 KPJ14161.1 60.017 pse1614.6
XM_012690344.1 52.586 37.259 cce4377.4.mRNA 55.995 DPOGS210177-TA 53.463 HMEL014490g1.t1 59.724 lac129.16.mRNA 52.904 leptidea_sinapisT00000017526 57.708 KPJ08087.1 52.252 pse897.6
XM_012690353.1 58.635 42.277 cce925.7.mRNA 54.405 DPOGS216162-TA 56.220 HMEL031404g1.t1 50.099 lac8532.7.mRNA 56.937 leptidea_sinapisT00000018136 58.511 KPJ08916.1 48.647 pse401.8
XM_012690355.1 55.517 55.748 cce925.21.mRNA 54.816 DPOGS216157-TA 57.546 HMEL016549g1.t1 49.160 lac2488.13.mRNA 57.264 leptidea_sinapisT00000013008 56.460 KPJ07754.1 47.238 pse5488.8
XM_012690358.1 55.107 47.027 cce925.8.mRNA 53.010 DPOGS216172-TA 51.053 HMEL031405g1.t1 58.698 lac8532.8.mRNA 55.765 leptidea_sinapisT00000020568 53.973 KPJ08915.1 57.904 pse401.9
XM_012690359.1 56.123 57.051 cce447.9.mRNA 56.147 DPOGS210174-TA 45.352 HMEL031440g1.t1 58.321 lac129.8.mRNA 60.361 leptidea_sinapisT00000013614 54.929 KPJ08089.1 55.653 pse1614.4
XM_012690372.1 61.000 34.491 cce27940.1.mRNA 57.379 DPOGS200305-TA 58.011 HMEL002041g1.t2 47.865 lac171.13.mRNA 44.973 leptidea_sinapisT00000014562 42.357 KPJ08279.1 42.413 pse762.2
XM_012690380.1 51.497 51.557 cce5459.2.mRNA 56.644 DPOGS200306-TA 47.903 HMEL015101g1.t1 57.980 lac171.26.mRNA 54.005 leptidea_sinapisT00000016949 47.332 KPJ08264.1 54.907 pse2087.17
XM_012690383.1 55.420 37.530 cce980.29.mRNA 58.212 DPOGS210498-TA 54.466 HMEL032634g1.t1 53.594 lac354.10.mRNA 55.976 leptidea_sinapisT00000003161 42.462 KPJ07510.1 54.989 pse5187.7
XM_012690392.1 47.707 61.000 cce980.8.mRNA 45.579 DPOGS210491-TA 58.605 HMEL032625g1.t1 54.614 lac354.27.mRNA 45.749 leptidea_sinapisT00000007712 46.092 KPJ07521.1 49.795 pse2148.1
XM_012690401.1 54.754 44.414 cce462.24.mRNA 56.980 DPOGS202237-TA 52.962 HMEL009170g1.t1 46.061 lac497.13.mRNA 54.050 leptidea_sinapisT00000001122 59.945 KPJ12647.1 49.877 pse81.2
XM_012690402.1 54.398 49.203 cce302009.3.mRNA 56.600 DPOGS210165-TA 53.374 HMEL009211g3.t1 48.633 lac9.60.mRNA 57.530 leptidea_sinapisT00000000585 54.011 KPJ12169.1 54.847 pse2576.19
XM_012690414.1 46.881 52.756 cce4546.2.mRNA 47.865 DPOGS202224-TA 40.329 HMEL030946g1.t1 59.835 lac965.7.mRNA 47.047 leptidea_sinapisT00000002668 45.138 KPJ15371.1 50.059 pse309.10
XM_012690425.1 50.352 40.908 cce5386.1.mRNA 45.969 DPOGS202187-TA 59.350 HMEL009174g1.t1 43.179 lac497.9.mRNA 53.405 leptidea_sinapisT00000007350 47.411 KPJ15355.1 51.946 pse81.7
XM_012690426.1 58.526 56.956 cce462.12.mRNA 56.220 DPOGS210620-TA 52.581 HMEL010257g1.t1 57.647 lac497.21.mRNA 59.856 leptidea_sinapisT00000008212 53.099 KPJ12652.1 53.278 pse48239.5
XM_012690429.1 51.835 49.767 cce462.11.mRNA 49.899 DPOGS210590-TA 54.960 HMEL003083g1.t1 49.734 lac497.22.mRNA 57.907 leptidea_sinapisT00000013634 46.301 KPJ14947.1 54.068 pse48239.6
XM_012690430.1 50.826 54.722 cce8951.2.mRNA 57.264 DPOGS202216-TA 57.421 HMEL009208g1.t1 55.127 lac9.57.mRNA 51.294 leptidea_sinapisT00000005484 55.884 KPJ12172.1 50.731 pse2576.17
XM_012690434.1 49.860 44.930 cce5386.3.mRNA 57.187 DPOGS202188-TA 42.627 HMEL009176g1.t1 61.000 lac497.6.mRNA 50.847 leptidea_sinapisT00000011495 57.284 KPJ15357.1 53.383 pse81.10
XM_012690458.1 56.170 57.680 cce16992.3.mRNA 55.620 DPOGS204663-TA 50.757 HMEL008254g1.t1 55.937 lac160671.27.mRNA 53.106 leptidea_sinapisT00000012446 48.505 KPJ12809.1 59.169 pse2165.6
XM_012690461.1 59.916 50.549 cce3531.1.mRNA 56.805 DPOGS215494-TA 56.750 HMEL008356g1.t1 50.934 lac160671.61.mRNA 58.651 leptidea_sinapisT00000019217 59.052 KPJ15608.1 59.816 pse119.26
XM_012690463.1 51.823 58.802 cce3531.2.mRNA 49.144 DPOGS215493-TA 54.717 HMEL008355g1.t1 48.454 lac160671.62.mRNA 46.396 leptidea_sinapisT00000008452 41.224 KPJ15609.1 58.317 pse119.27
XM_012690474.1 58.619 56.289 cce2835.17.mRNA 58.799 DPOGS204660-TA 55.601 HMEL008248g1.t1 54.297 lac160671.33.mRNA 53.664 leptidea_sinapisT00000010182 57.046 KPJ14585.1 55.879 pse17105.3
XM_012690475.1 61.000 54.052 cce1108.13.mRNA 59.144 DPOGS215461-TA 59.753 HMEL008350g1.t1 58.296 lac160671.68.mRNA 58.874 leptidea_sinapisT00000002860 57.550 KPJ15616.1 58.668 pse119.33
XM_012690483.1 59.528 59.791 cce1108.10.mRNA 57.869 DPOGS215462-TA 59.078 HMEL008349g4.t1 57.470 lac160671.69.mRNA 56.511 leptidea_sinapisT00000017785 49.135 KPJ15617.1 58.426 pse119.34
XM_012690493.1 48.845 36.256 cce8204.2.mRNA 48.644 DPOGS208347-TA 39.390 HMEL011667g2.t1 39.936 lac130120.1.mRNA 42.476 leptidea_sinapisT00000010838 34.360 KPJ14181.1 34.976 pse877.4
XM_012690500.1 46.845 44.040 cce13103.2.mRNA 49.924 DPOGS211055-TA 57.243 HMEL007798g1.t1 35.912 lac1868.35.mRNA 51.123 leptidea_sinapisT00000007582 55.928 KPJ08962.1 55.279 pse2747.6
XM_012690509.1 52.534 58.894 cce3251.5.mRNA 55.915 DPOGS215103-TA 49.547 HMEL014227g1.t1 51.979 lac544.12.mRNA 55.004 leptidea_sinapisT00000011435 46.681 KPJ11826.1 51.803 pse5099.5
XM_012690532.1 45.157 58.984 cce13108.3.mRNA 47.667 DPOGS204746-TA 56.341 HMEL033996g1.t1 34.804 lac2482.5.mRNA 56.943 leptidea_sinapisT00000008460 42.678 KPJ17118.1 50.003 pse644.9
XM_012690533.1 60.802 47.120 cce2860.14.mRNA 55.740 DPOGS204741-TA 55.895 HMEL033999g1.t1 47.890 lac3062.4.mRNA 57.128 leptidea_sinapisT00000004871 48.619 KPJ17108.1 61.000 pse716.13
XM_012690560.1 55.583 54.148 cce2860.19.mRNA 57.945 DPOGS204780-TA 56.424 HMEL034000g1.t1 56.659 lac387.24.mRNA 58.188 leptidea_sinapisT00000015706 51.365 KPJ17101.1 55.010 pse716.9
XM_012690589.1 37.333 34.013 cce834.1.mRNA 42.547 DPOGS201130-TA 30.769 HMEL014977g3.t1 42.544 lac442.15.mRNA 58.051 leptidea_sinapisT00000005519 34.613 KPJ12380.1 50.691 pse607.3
XM_012690597.1 53.802 59.098 cce302387.20.mRNA 58.607 DPOGS200341-TA 56.045 HMEL000050-RA 55.705 lac745.20.mRNA 59.252 leptidea_sinapisT00000017159 56.279 KPJ08291.1 57.130 pse762.17
XM_012690599.1 54.123 50.676 cce524.9.mRNA 57.250 DPOGS204972-TA 53.943 HMEL009467g1.t1 54.999 lac34.9.mRNA 56.957 leptidea_sinapisT00000001028 57.568 KPJ10767.1 53.840 pse603.40
XM_012690619.1 51.545 52.328 cce8273.1.mRNA 54.626 DPOGS203885-TA 52.114 HMEL008131g1.t1 60.102 lac1868.14.mRNA 50.763 leptidea_sinapisT00000019215 53.354 KPJ12620.1 56.119 pse3737.3
XM_012690620.1 54.159 40.350 cce14458.2.mRNA 40.573 DPOGS203877-TA 57.186 HMEL008134g1.t1 41.352 lac1868.19.mRNA 54.433 leptidea_sinapisT00000008233 55.298 KPJ12617.1 50.697 pse9067.1
XM_012690624.1 57.102 51.688 cce9330.6.mRNA 52.825 DPOGS211528-TA 55.448 HMEL013221g1.t1 57.774 lac160870.7.mRNA 60.775 leptidea_sinapisT00000014332 58.685 KPJ16377.1 58.632 pse2208.18
XM_012690631.1 42.953 38.860 cce19689.14.mRNA 45.748 DPOGS203882-TA 58.924 HMEL013248g1.t1 37.611 lac1868.20.mRNA 42.591 leptidea_sinapisT00000003272 53.360 KPJ12616.1 55.320 pse1359.1
XM_012690654.1 57.715 50.253 cce748.18.mRNA 56.362 DPOGS207563-TA 59.233 HMEL017147g1.t1 52.146 lac864.10.mRNA 51.445 leptidea_sinapisT00000015014 55.016 KPJ11281.1 55.146 pse4567.17
XM_012690661.1 48.968 41.334 cce748.37.mRNA 57.703 DPOGS207589-TA 58.193 HMEL031993g1.t1 47.133 lac2316.7.mRNA 55.367 leptidea_sinapisT00000009059 51.199 KPJ11259.1 48.605 pse4567.1
XM_012690666.1 57.850 50.683 cce748.21.mRNA 56.674 DPOGS207581-TA 59.426 HMEL017144g1.t2 49.262 lac864.3.mRNA 58.374 leptidea_sinapisT00000002390 55.949 KPJ11276.1 59.707 pse4567.13
XM_012690673.1 58.849 40.349 cce3268.14.mRNA 58.015 DPOGS208488-TA 60.357 HMEL016437g1.t1 58.166 lac62.104.mRNA 51.958 leptidea_sinapisT00000015615 40.555 KPJ12008.1 47.801 pse466.28
XM_012690683.1 53.080 38.211 cce3268.1.mRNA 51.035 DPOGS208547-TA 60.047 HMEL008765g1.t1 57.300 lac8792.4.mRNA 60.060 leptidea_sinapisT00000014587 49.223 KPJ12016.1 52.165 pse466.17
XM_012690691.1 54.395 37.775 cce21163.3.mRNA 55.705 DPOGS208554-TA 59.910 HMEL016439g1.t1 59.106 lac62.106.mRNA 60.694 leptidea_sinapisT00000013536 56.248 KPJ12010.1 56.357 pse466.31
XM_012690704.1 57.799 57.186 cce7679.1.mRNA 57.066 DPOGS206178-TA 50.855 HMEL005064g1.t1 59.810 lac2754.28.mRNA 59.738 leptidea_sinapisT00000002687 58.033 KPJ13362.1 61.000 pse240.5
XM_012690716.1 53.230 48.002 cce2704.7.mRNA 58.816 DPOGS205726-TA 60.778 HMEL017877g1.t1 53.449 lac2754.24.mRNA 60.362 leptidea_sinapisT00000008449 47.838 KPJ13370.1 46.930 pse24.14
XM_012690731.1 54.316 41.614 cce4144.6.mRNA 57.325 DPOGS210548-TA 45.195 HMEL003474g1.t1 46.779 lac314.13.mRNA 43.296 leptidea_sinapisT00000004178 40.367 KPJ20171.1 35.888 pse565.2
XM_012690732.1 41.418 45.395 cce394.1.mRNA 46.048 DPOGS213875-TA 59.673 HMEL036271g1.t1 45.576 lac314.10.mRNA 45.135 leptidea_sinapisT00000013553 38.428 KPJ20172.1 45.647 pse565.1
XM_012690736.1 59.009 60.243 cce3242.12.mRNA 57.163 DPOGS204455-TA 55.293 HMEL008154g1.t1 60.045 lac226.2.mRNA 60.395 leptidea_sinapisT00000016551 57.932 KPJ06063.1 51.995 pse614.10
XM_012690748.1 54.350 47.491 cce767.6.mRNA 44.151 DPOGS214467-TA 61.000 HMEL003746g1.t1 61.000 lac53.25.mRNA 61.000 leptidea_sinapisT00000006938 48.020 KPJ14626.1 53.569 pse1179.3
XM_012690749.1 56.726 54.797 cce43335.2.mRNA 57.505 DPOGS203735-TA 57.759 HMEL034522g1.t2 50.873 lac1511.3.mRNA 52.657 leptidea_sinapisT00000006047 56.273 KPJ14609.1 56.581 pse590.1
XM_012690754.1 47.188 52.319 cce303035.1.mRNA 43.260 DPOGS200386-TA 56.870 HMEL004231g1.t2 48.507 lac1511.4.mRNA 40.504 leptidea_sinapisT00000000862 53.514 KPJ14611.1 49.551 pse590.2
XM_012690769.1 53.278 49.912 cce767.3.mRNA 54.442 DPOGS203773-TA 43.882 HMEL004217g1.t1 52.896 lac53.27.mRNA 44.814 leptidea_sinapisT00000004960 46.702 KPJ14623.1 49.594 pse12668.6
XM_012690771.1 48.280 57.536 cce767.7.mRNA 54.207 DPOGS214469-TA 59.055 HMEL034512g1.t2 54.126 lac53.24.mRNA 60.765 leptidea_sinapisT00000018505 51.684 KPJ14627.1 49.366 pse1179.1
XM_012690774.1 55.654 42.191 cce2697.3.mRNA 56.911 DPOGS215597-TA 59.698 HMEL016921g1.t1 52.713 lac6520.37.mRNA 61.000 leptidea_sinapisT00000001666 42.508 KPJ11345.1 54.607 pse997.87
XM_012690775.1 51.158 52.983 cce1275.3.mRNA 47.105 DPOGS215257-TA 48.207 HMEL036887g1.t1 49.572 lac2099.25.mRNA 54.737 leptidea_sinapisT00000000756 58.952 KPJ11774.1 35.442 pse34563.1
XM_012690788.1 51.928 46.914 cce928.9.mRNA 55.842 DPOGS210836-TA 53.813 HMEL011030g1.t1 56.911 lac68.9.mRNA 57.194 leptidea_sinapisT00000018678 55.563 KPJ17671.1 59.327 pse1698.3
XM_012690790.1 53.731 52.888 cce928.6.mRNA 52.840 DPOGS210838-TA 46.532 HMEL021303g1.t1 55.510 lac68.12.mRNA 49.785 leptidea_sinapisT00000008669 48.226 KPJ17669.1 55.839 pse1698.7
XM_012690801.1 40.716 47.739 cce2070.2.mRNA 52.943 DPOGS205381-TA 56.110 HMEL034131g1.t1 51.788 lac549.15.mRNA 50.385 leptidea_sinapisT00000008096 61.000 KPJ17532.1 46.599 pse12411.4
XM_012690804.1 50.492 43.757 cce2070.1.mRNA 40.015 DPOGS205373-TA 59.152 HMEL034130g1.t1 51.637 lac549.14.mRNA 55.404 leptidea_sinapisT00000019892 50.958 KPJ17531.1 55.148 pse12411.5
XM_012690806.1 52.530 56.102 cce22904.7.mRNA 51.530 DPOGS205372-TA 57.265 HMEL013443g1.t1 52.465 lac549.17.mRNA 53.083 leptidea_sinapisT00000012733 42.371 KPJ17534.1 54.747 pse12411.3
XM_012690829.1 61.000 46.596 cce8439.4.mRNA 56.641 DPOGS200350-TA 56.442 HMEL000036-RA 61.000 lac745.10.mRNA 52.457 leptidea_sinapisT00000006911 54.315 KPJ08302.1 49.341 pse762.31
XM_012690855.1 58.630 60.859 cce5121.1.mRNA 55.459 DPOGS215394-TA 58.140 HMEL010470g1.t1 51.731 lac1289.2.mRNA 52.329 leptidea_sinapisT00000007967 52.942 KPJ16514.1 61.000 pse102.2
XM_012690856.1 61.000 51.680 cce16.1.mRNA 59.060 DPOGS211492-TA 55.879 HMEL011673g1.t1 55.168 lac278.31.mRNA 56.430 leptidea_sinapisT00000020855 53.517 KPJ14238.1 51.217 pse2567.9
